System Of Mapping,Source System Code,Source Table,Source Column,Transformation/Business Rules,Target Table Name,Target Column Name,Map Change Date
JDA Supply Planning,JDAPlanning,SKUDEMANDPARAM,PRORATIONSTARTDATE,,EDW_SUPPLY_PLANNING_DEMAND_PARAMETER,PRORATE_START_DTE,2022-04-07
JDA Supply Planning,JDAPlanning,SKUDEMANDPARAM,SLOWMOVERFCSTTHRESHOLD,,EDW_SUPPLY_PLANNING_DEMAND_PARAMETER,SLOW_MOVER_FCST_THRESHOLD_VAL,2022-04-07
JDA Supply Planning,JDAPlanning,SKUDEMANDPARAM,TARGETEARLYDUR,,EDW_SUPPLY_PLANNING_DEMAND_PARAMETER,TGT_EARLY_DUR_DY_CNT,2022-04-07
JDA Supply Planning,JDAPlanning,SKUDEMANDPARAM,UNITCARCOST,,EDW_SUPPLY_PLANNING_DEMAND_PARAMETER,UNIT_CARRYING_COST_AMT,2022-04-07
JDA Supply Planning,JDAPlanning,SKUDEMANDPARAM,UNITPRICE,,EDW_SUPPLY_PLANNING_DEMAND_PARAMETER,UNIT_SELL_PRC,2022-04-07
JDA Supply Planning,JDAPlanning,SKUDEMANDPARAM,WEEKLYAVGHIST,,EDW_SUPPLY_PLANNING_DEMAND_PARAMETER,WKLY_AVG_AMT,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,"ITEM,SOURCE,EFF,TRANSMODE and DEST","ITEM,SOURCE,EFF,TRANSMODE and DEST",EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,SUPPLY_PLNG_DYN_DPLY_SRC_KEY,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,SRC_SYS_KEY,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,SRC_RCRD_CREATE_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,SRC_RCRD_CREATE_USERID,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,SRC_RCRD_UPD_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,SRC_RCRD_UPD_USERID,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,RCRD_HASH_KEY,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,DEL_FROM_SRC_FLAG,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,ETL_INS_PID,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,ETL_INS_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,ETL_UPD_PID,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,ETL_UPD_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,ZONE3_LOD_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,VER_EFF_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,VER_EXPR_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,CURR_RCRD_FLAG,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,ORP_RCRD_FLAG,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,ITEM,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,PROD_KEY,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,SOURCE,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,SRC_LOC_KEY,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,EFF,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,SRC_EFF_DTE,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,DYNDEPSRCCOST,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,DYN_TRNSPRT_COST,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,TRANSMODE,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,TRNSPRT_MODE,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,ARRIVCAL,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,ARRVL_CLNDR_ID,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,ALTSRCPENALTY,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,ADDTN_PENALTY_COST,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,SHIPCAL,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,SHIP_CLNDR_ID,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,SOURCING,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,SOURCING_MTHD_TYP,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,REVIEWCAL,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,RVW_CLNDR_DTE,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,DISC,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,DISC_DTE,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,PULLFORWARDDUR,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,PULL_FORWARD_DUR_DY_CNT,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,LOADDUR,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,LOD_DUR,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,UNLOADDUR,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,UNLD_DUR,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,SPLITQTY,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,SPLIT_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,DEST,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,DEST_LOC_KEY,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,USELOOKAHEADSW,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,LOOKAHEAD_DUR_DY_CNT,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,ENABLEDYNDEPSW,,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,DYN_DPLY_FLAG,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,"
TRANSLEADTIME",,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,TRANSIT_TM,2022-04-07
JDA Supply Planning,JDAPlanning,DYNDEPSRC,"
RATEPERCWT",,EDW_SUPPLY_PLANNING_DYNAMIC_DEPLOYMENT_SOURCE,SRC_PRYRT_COST,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,"ITEM,LOC,OPTIONSET and STARTDATE.","ITEM,LOC,OPTIONSET and STARTDATE.",EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,SUPPLY_PLNG_PROD_PROJECTION_KEY,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,CURR_RCRD_FLAG,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,DEL_FROM_SRC_FLAG,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,ETL_INS_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,ETL_INS_PID,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,ETL_UPD_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,ETL_UPD_PID,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,ORP_RCRD_FLAG,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,RCRD_HASH_KEY,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,SRC_RCRD_CREATE_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,SRC_RCRD_CREATE_USERID,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,SRC_RCRD_UPD_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,SRC_RCRD_UPD_USERID,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,SRC_SYS_KEY,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,VER_EFF_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,VER_EXPR_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,ZONE3_LOD_DTE,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,LOC,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,LOC_KEY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,ITEM,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,PROD_KEY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,OPTIONSET,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,STORE_SKU_PROJECTIONS_OPT_SET,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,ACTUALINTRANSIN,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,ACT_IN_TRANSITS_IBND_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,ACTUALINTRANSOUT,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,ACT_IN_TRANSITS_OBND_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,ALLOCTOTFCST,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,ALLOC_FCST_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,ALTCONSTRCOVDUR,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,ALT_CONSTRAINED_CVRG_DY_CNT,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,ADJFCSTCUSTORDERS,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,AUTO_FCST_CUST_ORD_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,COMMITINTRANSIN,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,COMMIT_LOD_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,CONSTRCOVDUR,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,CONSTRAINED_CVRG_DUR_DY_CNT,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,CONSTRPROJAVAIL,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,CONSTRAINED_PROJECTED_AVAIL,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,CONSTRPROJOH,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,CONSTRAINED_PROJECTED_ON_HAND,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,ALTCONSTRPOH,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,CONSTRAINED_PROJECTED_ON_HAND_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,TOTDMD,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,DMD_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,DEPDMD,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,DPDNT_DMD_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,FIRMPLANSHIP,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,FIRM_PLND_SHIP_AMT,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,TOTFCST,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,FCST_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,FCSTCUSTORDERS,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,FORECASTS_CUST_ORD_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,TOTINTRANSIN,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,IN_TRANSITS_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,ADJALLOCTOTFCST,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,MKT_ACTVTY_FCST_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,NONFCSTCUSTORDERS,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,NON_FCSTD_CUST_ORD_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,TOTINTRANSOUT,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,OUT_TRANSITS_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,FIRMPLANORDER,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,FIRM_PLAN_ORD_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,PLANORDERS,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,PLAN_ORD_NBR,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,PLANARRIV,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,PLND_ARRIVALS_AMT,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,PLANPURCH,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,PLND_PUR_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,PLANSHIP,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,PLND_SHIP_AMT,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,PRODREQUIREMENT,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,PRODTN_REQ_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,PROJAVAIL,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,PROJECTED_AVAIL_FLAG,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,PROJOH,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,PROJECTED_ON_HAND_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,STARTDATE,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,PROJECTION_START_DTE,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,PROCESSDATE,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,PROJECTIONS_PROC_DTE,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,RECARRIV,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,RECOMMENDED_ARRVL_SKU_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,RECSHIP,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,RECOMMENDED_SHIP_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,SS,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,SFTY_STK_LVL_VAL,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,SCHEDRCPTS,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,SCHED_RCPT_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,COVDUR,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,SKU_PROJECTION_DUR,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,TOTARRIV,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,SKU_PROJECTIONS_ARRVL_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,TOTSHIP,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,SKU_PROJECTIONS_SHIP_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,STATSS,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,STATS_SFTY_STK_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,TOTSUPPLY,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,SUPPLY_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,UDT_SKUPROJSTATIC_WEEKLY,DUR,,EDW_SUPPLY_PLANNING_PRODUCT_PROJECTION,TM_INTV_DY_CNT,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,"ITEM,DEST,SOURCE and SOURCING.","ITEM,DEST,SOURCE and SOURCING.",EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,SUPPLY_PLNG_PROD_SOURCING_KEY,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,SRC_SYS_KEY,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,SRC_RCRD_CREATE_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,SRC_RCRD_CREATE_USERID,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,SRC_RCRD_UPD_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,SRC_RCRD_UPD_USERID,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,RCRD_HASH_KEY,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,DEL_FROM_SRC_FLAG,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,ETL_INS_PID,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,ETL_INS_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,ETL_UPD_PID,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,ETL_UPD_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,ZONE3_LOD_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,VER_EFF_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,VER_EXPR_DTE,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,CURR_RCRD_FLAG,2022-04-07
Audit_Field,JDAPlanning,,,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,ORP_RCRD_FLAG,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,ARRIVCAL,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,ARRVL_CLNDR_ID,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,DEST,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,DEST_LOC_KEY,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,ITEM,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,PROD_KEY,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,REVIEWCAL,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,RVW_CLNDR_ID,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,SHIPCAL,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,SHIP_CLNDR_ID,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,SOURCE,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,SRC_LOC_KEY,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,ORDERGROUP,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,ORD_GRP,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,SOURCING,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,SOURCING_TYP,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,TRANSMODE,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,TRNSPRT_MODE,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,DISC,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,DISCONTINUATION_DTE,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,EFF,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,PLAN_EFF_START_DTE,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,NONEWSUPPLYDATE,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,NO_NEW_SUPPLY_DTE,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,EXPEDITECOST,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,TRANSIT_EXPEDITE_COST,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,SOURCINGCOST,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,UNIT_SOURCING_COST,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,PURCHCOST,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,PUR_COST,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,TRANSCOST,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,TRNSPRT_COST,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,FACTOR,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,FACTOR,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,ORDERFULFILLPENALTYFACTOR,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,ORD_FULFILL_PENALTY_FACTOR,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,ROUNDING_FACTOR,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,RND_FACTOR,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,SHRINKAGEFACTOR,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,SHRINKAGE_FACTOR,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,YIELDFACTOR,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,YIELD_FACTOR_VAL,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,LOADDUR,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,LOD_DUR,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,REPLENDUR,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,REPLENISH_DUR,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,UNLOADDUR,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,UNLD_DUR,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,MAJORSHIPQTY,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,MIN_SHIP_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,MINORSHIPQTY,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,INCREMENTAL_SHIP_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,SPLITQTY,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,MIN_SPLIT_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,MAXSHIPQTY,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,MAX_SHIP_QTY,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,PRIORITY,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,SOURCING_PRYRT_NBR,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,MAXLEADTIME,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,MAX_LEADTIME_DUR,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,MINLEADTIME,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,MIN_LEADTIME_DUR,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,SUPPLYLEADTIME,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,SUPPLY_LEAD_TIMEDURATION,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,TOTLEADTIMESD,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,TOT_LEADTIME_DUR,2022-04-07
JDA Supply Planning,JDAPlanning,SOURCING,U_AUTO_APPROVE,,EDW_SUPPLY_PLANNING_PRODUCT_SOURCING,AUTO_APRV_FLAG,2022-04-07
