System Of Mapping,Source System Code,Source Table,Source Column,Transformation Rules,Target Table Name,Target Column Name,Map Change Date
SAP,SAPE03,RESB,HKMAT,,EDW_INVENTORY_RESERVATION_DETAIL,PROD_REL_ORIG_FLAG,2022-04-08
SAP,SAPE03,RESB,HRKFT,,EDW_INVENTORY_RESERVATION_DETAIL,SUBDIV_COST_ELMNT_ORIG_GRP_TEXT,2022-04-08
SAP,SAPE03,RESB,INFNR,,EDW_INVENTORY_RESERVATION_DETAIL,PO_DOC_NBR,2022-04-08
SAP,SAPE03,RESB,INPOS,,EDW_INVENTORY_RESERVATION_DETAIL,INTRA_PROD_FLAG,2022-04-08
SAP,SAPE03,RESB,KBLNR,,EDW_INVENTORY_RESERVATION_DETAIL,EARMARKED_FUNDS_DOC_NBR,2022-04-08
SAP,SAPE03,RESB,KBLPOS,,EDW_INVENTORY_RESERVATION_DETAIL,EARMARKED_FUND_DOC_SEQ_NBR,2022-04-08
SAP,SAPE03,RESB,KBNKZ,,EDW_INVENTORY_RESERVATION_DETAIL,KANBAN_REPL_TYP,2022-04-08
SAP,SAPE03,RESB,KDAUF,,EDW_INVENTORY_RESERVATION_DETAIL,SLS_ORD_HDR_KEY,2022-04-08
SAP,SAPE03,RESB,KDPOS,,EDW_INVENTORY_RESERVATION_DETAIL,SLS_ORD_LN_2_KEY,2022-04-08
SAP,SAPE03,RESB,KFPOS,,EDW_INVENTORY_RESERVATION_DETAIL,IS_PROD_CONFIGURABLE_FLAG,2022-04-08
SAP,SAPE03,RESB,KNTTP,,EDW_INVENTORY_RESERVATION_DETAIL,ACCT_ASGN_CTGY_LKEY,2022-04-08
SAP,SAPE03,RESB,KNUMH,,EDW_INVENTORY_RESERVATION_DETAIL,COND_RCRD_NBR,2022-04-08
SAP,SAPE03,RESB,KTOMA,,EDW_INVENTORY_RESERVATION_DETAIL,MANUALLY_ENTR_ACCT_FLAG,2022-04-08
SAP,SAPE03,RESB,KZAUS,,EDW_INVENTORY_RESERVATION_DETAIL,PROD_DISCONTINUATION_TYP_LKEY,2022-04-08
SAP,SAPE03,RESB,KZBWS,,EDW_INVENTORY_RESERVATION_DETAIL,VALTN_BASIS_TYP,2022-04-08
SAP,SAPE03,RESB,KZEAR,,EDW_INVENTORY_RESERVATION_DETAIL,RSRV_FINAL_ISS_FLAG,2022-04-08
SAP,SAPE03,RESB,KZECH,,EDW_INVENTORY_RESERVATION_DETAIL,BATCH_PROC_MODE_LKEY,2022-04-08
SAP,SAPE03,RESB,KZKUP,,EDW_INVENTORY_RESERVATION_DETAIL,CO_PROD_FLAG,2022-04-08
SAP,SAPE03,RESB,KZMPF,,EDW_INVENTORY_RESERVATION_DETAIL,MANUAL_MTNC_REQ_FLAG,2022-04-08
SAP,SAPE03,RESB,KZVBR,,EDW_INVENTORY_RESERVATION_DETAIL,CNSMPTN_POST_LKEY,2022-04-08
SAP,SAPE03,RESB,LGTYP,,EDW_INVENTORY_RESERVATION_DETAIL,STORG_TYP_LKEY,2022-04-08
SAP,SAPE03,RESB,LIFNR,,EDW_INVENTORY_RESERVATION_DETAIL,VEND_ID,2022-04-08
SAP,SAPE03,RESB,LIFZT,,EDW_INVENTORY_RESERVATION_DETAIL,TOT_DLV_DY_CNT,2022-04-08
SAP,SAPE03,RESB,LMENG,,EDW_INVENTORY_RESERVATION_DETAIL,PROD_REQ_QTY,2022-04-08
SAP,SAPE03,RESB,MATKL,,EDW_INVENTORY_RESERVATION_DETAIL,PROD_GRP_TYP_LKEY,2022-04-08
SAP,SAPE03,RESB,NAFKZ,,EDW_INVENTORY_RESERVATION_DETAIL,FOLLOW_UP_PROD_ACTV_FLAG,2022-04-08
SAP,SAPE03,RESB,NETAU,,EDW_INVENTORY_RESERVATION_DETAIL,NET_SCRAP_FLAG,2022-04-08
SAP,SAPE03,RESB,NFEAG,,EDW_INVENTORY_RESERVATION_DETAIL,DISCONTINUATION_GRP_TEXT,2022-04-08
SAP,SAPE03,RESB,NFGRP,,EDW_INVENTORY_RESERVATION_DETAIL,FOLLOW_UP_GRP_NBR,2022-04-08
SAP,SAPE03,RESB,NFPKZ,,EDW_INVENTORY_RESERVATION_DETAIL,FOLLOW_UP_PROD_FLAG,2022-04-08
SAP,SAPE03,RESB,NLFMV,,EDW_INVENTORY_RESERVATION_DETAIL,OPER_OFFSET_LEADTIME_UOM_KEY,2022-04-08
SAP,SAPE03,RESB,NLFZT,,EDW_INVENTORY_RESERVATION_DETAIL,LEADTIME_OFFSET_DY_CNT,2022-04-08
SAP,SAPE03,RESB,NLFZV,,EDW_INVENTORY_RESERVATION_DETAIL,OPER_OFFSET_LEADTIME_CNT,2022-04-08
SAP,SAPE03,RESB,NO_DISP,,EDW_INVENTORY_RESERVATION_DETAIL,PROD_PLNG_FLAG,2022-04-08
SAP,SAPE03,RESB,NOMAT,,EDW_INVENTORY_RESERVATION_DETAIL,ORIG_MATL_TYP,2022-04-08
SAP,SAPE03,RESB,NOMNG,,EDW_INVENTORY_RESERVATION_DETAIL,REQ_QTY,2022-04-08
SAP,SAPE03,RESB,NPTXTKY,,EDW_INVENTORY_RESERVATION_DETAIL,ITRL_TEXT,2022-04-08
SAP,SAPE03,RESB,OBJNR,,EDW_INVENTORY_RESERVATION_DETAIL,OBJ_NBR,2022-04-08
SAP,SAPE03,RESB,OBJTYPE,,EDW_INVENTORY_RESERVATION_DETAIL,OBJ_NBR_STAT_LKEY,2022-04-08
SAP,SAPE03,RESB,PBDNR,,EDW_INVENTORY_RESERVATION_DETAIL,REQ_PLAN_NBR,2022-04-08
SAP,SAPE03,RESB,PEINH,,EDW_INVENTORY_RESERVATION_DETAIL,LOT_SZ_IN_FOREIGN_CRNCY,2022-04-08
SAP,SAPE03,RESB,PEINH_2,,EDW_INVENTORY_RESERVATION_DETAIL,LOT_SZ_IN_LCRNCY,2022-04-08
SAP,SAPE03,RESB,PLNFL,,EDW_INVENTORY_RESERVATION_DETAIL,RTG_SEQ_NBR,2022-04-08
SAP,SAPE03,RESB,PLNUM,,EDW_INVENTORY_RESERVATION_DETAIL,PLND_ORD_NBR,2022-04-08
SAP,SAPE03,RESB,PLPLA,,EDW_INVENTORY_RESERVATION_DETAIL,STORG_BIN_NBR,2022-04-08
SAP,SAPE03,RESB,POSNR,,EDW_INVENTORY_RESERVATION_DETAIL,BOM_LN_ITEM_NBR,2022-04-08
SAP,SAPE03,RESB,AFPOS,,EDW_INVENTORY_RESERVATION_DETAIL,ORD_PROD_DOC_NBR,2022-04-08
SAP,SAPE03,RESB,POSTP,,EDW_INVENTORY_RESERVATION_DETAIL,BOM_CMPNT_ITEM_CTGY_LKEY,2022-04-08
SAP,SAPE03,RESB,POTX1,,EDW_INVENTORY_RESERVATION_DETAIL,BOM_PROD_1_TEXT,2022-04-08
SAP,SAPE03,RESB,PRIO_REQ,,EDW_INVENTORY_RESERVATION_DETAIL,REQ_PRYRT_LKEY,2022-04-08
SAP,SAPE03,RESB,PRIO_URG,,EDW_INVENTORY_RESERVATION_DETAIL,REQ_URGENCY_LKEY,2022-04-08
SAP,SAPE03,RESB,PRREG,,EDW_INVENTORY_RESERVATION_DETAIL,AVAIL_CHK_RULE_NAME_LKEY,2022-04-08
SAP,SAPE03,RESB,PRVBE,,EDW_INVENTORY_RESERVATION_DETAIL,PRODTN_SUPPLY_AREA_TEXT,2022-04-08
SAP,SAPE03,RESB,PSPEL,,EDW_INVENTORY_RESERVATION_DETAIL,WBS_ELMNT_NBR,2022-04-08
SAP,SAPE03,RESB,REVLV,,EDW_INVENTORY_RESERVATION_DETAIL,PROD_RVN_LVL_NBR,2022-04-08
SAP,SAPE03,RESB,RGEKZ,,EDW_INVENTORY_RESERVATION_DETAIL,PROD_CMPNT_BACKFLUSH_FLAG,2022-04-08
SAP,SAPE03,RESB,ROANZ,,EDW_INVENTORY_RESERVATION_DETAIL,VARBL_SZ_PROD_CNT,2022-04-08
SAP,SAPE03,RESB,ROHPS,,EDW_INVENTORY_RESERVATION_DETAIL,VARBL_SIZED_PROD_DESC,2022-04-08
SAP,SAPE03,RESB,ROKME,,EDW_INVENTORY_RESERVATION_DETAIL,VARBL_SZ_PROD_UOM_KEY,2022-04-08
SAP,SAPE03,RESB,ROMEI,,EDW_INVENTORY_RESERVATION_DETAIL,SZ_UOM_KEY,2022-04-08
SAP,SAPE03,RESB,ROMEN,,EDW_INVENTORY_RESERVATION_DETAIL,VARBL_SZ_PROD_QTY,2022-04-08
SAP,SAPE03,RESB,ROMS1,,EDW_INVENTORY_RESERVATION_DETAIL,SZ_1_DIM_NBR,2022-04-08
SAP,SAPE03,RESB,ROMS2,,EDW_INVENTORY_RESERVATION_DETAIL,SZ_2_DIM_NBR,2022-04-08
SAP,SAPE03,RESB,ROMS3,,EDW_INVENTORY_RESERVATION_DETAIL,SZ_3_DIM_NBR,2022-04-08
SAP,SAPE03,RESB,RSSTA,,EDW_INVENTORY_RESERVATION_DETAIL,RSRV_ENTR_MANUAL_TYP,2022-04-08
SAP,SAPE03,RESB,SAKNR,,EDW_INVENTORY_RESERVATION_DETAIL,GL_ACCT_NBR,2022-04-08
SAP,SAPE03,RESB,SANKA,,EDW_INVENTORY_RESERVATION_DETAIL,COST_RELEVANCY_FLAG,2022-04-08
SAP,SAPE03,RESB,SBTER,,EDW_INVENTORY_RESERVATION_DETAIL,LATEST_REQ_DTE,2022-04-08
SAP,SAPE03,RESB,SCHGT,,EDW_INVENTORY_RESERVATION_DETAIL,IS_BULK_MATL_FLAG,2022-04-08
SAP,SAPE03,RESB,SERNR,,EDW_INVENTORY_RESERVATION_DETAIL,BOM_EXPLD_NBR,2022-04-08
SAP,SAPE03,RESB,SGTXT,,EDW_INVENTORY_RESERVATION_DETAIL,FREE_TEXT,2022-04-08
SAP,SAPE03,RESB,SHKZG,,EDW_INVENTORY_RESERVATION_DETAIL,DEBIT_CREDIT_LKEY,2022-04-08
SAP,SAPE03,RESB,SORTF,,EDW_INVENTORY_RESERVATION_DETAIL,SORTING_CMPNT_SRCH_TEXT,2022-04-08
SAP,SAPE03,RESB,SPLRV,,EDW_INVENTORY_RESERVATION_DETAIL,RSRV_REQ_PROD_NBR,2022-04-08
SAP,SAPE03,RESB,STLAL,,EDW_INVENTORY_RESERVATION_DETAIL,CHILD_BOM_NAME,2022-04-08
SAP,SAPE03,RESB,STLKN,,EDW_INVENTORY_RESERVATION_DETAIL,BOM_CMPNT_SEQ_NBR,2022-04-08
SAP,SAPE03,RESB,STLNR,,EDW_INVENTORY_RESERVATION_DETAIL,BOM_NBR,2022-04-08
SAP,SAPE03,RESB,STLTY,,EDW_INVENTORY_RESERVATION_DETAIL,BOM_CTGY_LKEY,2022-04-08
SAP,SAPE03,RESB,STPOZ,,EDW_INVENTORY_RESERVATION_DETAIL,ITRL_CNTR_1_NBR,2022-04-08
SAP,SAPE03,RESB,STVKN,,EDW_INVENTORY_RESERVATION_DETAIL,PROD_NODE_NBR,2022-04-08
SAP,SAPE03,RESB,TBMNG,,EDW_INVENTORY_RESERVATION_DETAIL,RQST_TRNSFR_QTY,2022-04-08
SAP,SAPE03,RESB,TECHS,,EDW_INVENTORY_RESERVATION_DETAIL,PARM_STD_VARIANT_NBR,2022-04-08
SAP,SAPE03,RESB,TXTPS,,EDW_INVENTORY_RESERVATION_DETAIL,LN_TEXT_AVAIL_FLAG,2022-04-08
SAP,SAPE03,RESB,UMREN,,EDW_INVENTORY_RESERVATION_DETAIL,DENOM_BASE_UOM_CONV_NBR,2022-04-08
SAP,SAPE03,RESB,UMREZ,,EDW_INVENTORY_RESERVATION_DETAIL,NUMERAT_BASE_UOM_CONV_NBR,2022-04-08
SAP,SAPE03,RESB,UMSOK,,EDW_INVENTORY_RESERVATION_DETAIL,SPCL_STK_1_TYP,2022-04-08
SAP,SAPE03,RESB,UPSKZ,,EDW_INVENTORY_RESERVATION_DETAIL,SUB_PRODS_EXIST_FLAG,2022-04-08
SAP,SAPE03,RESB,VMENG,,EDW_INVENTORY_RESERVATION_DETAIL,CNFRM_QTY,2022-04-08
SAP,SAPE03,RESB,VORAB,,EDW_INVENTORY_RESERVATION_DETAIL,PRELIMINARY_ORD_FLAG,2022-04-08
SAP,SAPE03,RESB,VORAB_SM,,EDW_INVENTORY_RESERVATION_DETAIL,ADVANCE_SHIP_TYP,2022-04-08
SAP,SAPE03,RESB,VORNR,,EDW_INVENTORY_RESERVATION_DETAIL,ACTVTY_NBR,2022-04-08
SAP,SAPE03,RESB,VRPLA,,EDW_INVENTORY_RESERVATION_DETAIL,PLNG_WO_FINAL_ASSEMBLY_FLAG,2022-04-08
SAP,SAPE03,RESB,WEBAZ,,EDW_INVENTORY_RESERVATION_DETAIL,GOODS_RCPT_PROC_DY_CNT,2022-04-08
SAP,SAPE03,RESB,WERKS,,EDW_INVENTORY_RESERVATION_DETAIL,PLANT_LOC_KEY,2022-04-08
SAP,SAPE03,RESB,XFEHL,,EDW_INVENTORY_RESERVATION_DETAIL,MSNG_PART_FLAG,2022-04-08
SAP,SAPE03,RESB,XLOEK,,EDW_INVENTORY_RESERVATION_DETAIL,DEL_RSRV_ITEM_FLAG,2022-04-08
SAP,SAPE03,RESB,XWAOK,,EDW_INVENTORY_RESERVATION_DETAIL,RESERVED_PROD_MVMNT_FLAG,2022-04-08
SAP,SAPE03,RESB,ZUDIV,,EDW_INVENTORY_RESERVATION_DETAIL,CUTTING_MEASURES_DIVSR_NBR,2022-04-08
SAP,SAPE03,RESB,ZUMS1,,EDW_INVENTORY_RESERVATION_DETAIL,CUTTING_1_MEAS,2022-04-08
SAP,SAPE03,RESB,ZUMS2,,EDW_INVENTORY_RESERVATION_DETAIL,CUTTING_2_MEAS,2022-04-08
SAP,SAPE03,RESB,ZUMS3,,EDW_INVENTORY_RESERVATION_DETAIL,CUTTING_3_MEAS,2022-04-08
SAP,SAPE03,RESB,SOBKZ, ,EDW_INVENTORY_RESERVATION_DETAIL,SPCL_STK_2_TYP,2022-04-08
SAP,SAPE03,RESB,POTX2,,EDW_INVENTORY_RESERVATION_DETAIL,BOM_PROD_2_TEXT,2022-04-08
SAP,SAPE03,RESB,APLZL,,EDW_INVENTORY_RESERVATION_DETAIL,ITRL_CNTR_2_NBR,2022-04-08
SAP,SAPE03,RESB,BDZTP,,EDW_INVENTORY_RESERVATION_DETAIL,PROD_REQ_TM,2022-04-08
SAP,SAPC11,RKPF,RSNUM,,EDW_INVENTORY_RESERVATION_HEADER,INVTY_RSRV_HDR_KEY,2022-04-08
Audit_Field,SAP,,,,EDW_INVENTORY_RESERVATION_HEADER,SRC_SYS_KEY,2022-04-08
Audit_Field,SAP,,,,EDW_INVENTORY_RESERVATION_HEADER,SRC_RCRD_CREATE_DTE,2022-04-08
Audit_Field,SAP,,,,EDW_INVENTORY_RESERVATION_HEADER,SRC_RCRD_CREATE_USERID,2022-04-08
Audit_Field,SAP,,,,EDW_INVENTORY_RESERVATION_HEADER,SRC_RCRD_UPD_DTE,2022-04-08
Audit_Field,SAP,,,,EDW_INVENTORY_RESERVATION_HEADER,SRC_RCRD_UPD_USERID,2022-04-08
Audit_Field,SAP,,,,EDW_INVENTORY_RESERVATION_HEADER,RCRD_HASH_KEY,2022-04-08
Audit_Field,SAP,,,,EDW_INVENTORY_RESERVATION_HEADER,DEL_FROM_SRC_FLAG,2022-04-08
Audit_Field,SAP,,,,EDW_INVENTORY_RESERVATION_HEADER,ETL_INS_PID,2022-04-08
Audit_Field,SAP,,,,EDW_INVENTORY_RESERVATION_HEADER,ETL_INS_DTE,2022-04-08
Audit_Field,SAP,,,,EDW_INVENTORY_RESERVATION_HEADER,ETL_UPD_PID,2022-04-08
Audit_Field,SAP,,,,EDW_INVENTORY_RESERVATION_HEADER,ETL_UPD_DTE,2022-04-08
Audit_Field,SAP,,,,EDW_INVENTORY_RESERVATION_HEADER,ZONE3_LOD_DTE,2022-04-08
Audit_Field,SAP,,,,EDW_INVENTORY_RESERVATION_HEADER,VER_EFF_DTE,2022-04-08
Audit_Field,SAP,,,,EDW_INVENTORY_RESERVATION_HEADER,VER_EXPR_DTE,2022-04-08
Audit_Field,SAP,,,,EDW_INVENTORY_RESERVATION_HEADER,CURR_RCRD_FLAG,2022-04-08
Audit_Field,SAP,,,,EDW_INVENTORY_RESERVATION_HEADER,ORP_RCRD_FLAG,2022-04-08
SAP,SAPC11,RKPF,APLZL,,EDW_INVENTORY_RESERVATION_HEADER,ITRL_CNTR_NBR,2022-04-08
SAP,SAPC11,RKPF,BWART,,EDW_INVENTORY_RESERVATION_HEADER,MVMNT_TYP_NBR,2022-04-08
SAP,SAPC11,RKPF,EBELN,,EDW_INVENTORY_RESERVATION_HEADER,PO_NBR,2022-04-08
SAP,SAPC11,RKPF,AUFNR,,EDW_INVENTORY_RESERVATION_HEADER,ORD_NBR,2022-04-08
SAP,SAPC11,RKPF,EBELP,,EDW_INVENTORY_RESERVATION_HEADER,PUR_PROD_NBR,2022-04-08
SAP,SAPC11,RKPF,KDAUF,,EDW_INVENTORY_RESERVATION_HEADER,SLS_ORD_HDR_KEY,2022-04-08
SAP,SAPC11,RKPF,KDEIN,,EDW_INVENTORY_RESERVATION_HEADER,DLV_SCHED_HDR_NBR,2022-04-08
SAP,SAPC11,RKPF,KDPOS,,EDW_INVENTORY_RESERVATION_HEADER,PROD_NBR,2022-04-08
SAP,SAPC11,RKPF,KUNNR,,EDW_INVENTORY_RESERVATION_HEADER,CUST_KEY,2022-04-08
SAP,SAPC11,RKPF,KZVER,,EDW_INVENTORY_RESERVATION_HEADER,RSRV_LOC_LKEY,2022-04-08
SAP,SAPC11,RKPF,PAOBJNR,,EDW_INVENTORY_RESERVATION_HEADER,PROFITABILITY_SEG_NBR,2022-04-08
SAP,SAPC11,RKPF,PARGB,,EDW_INVENTORY_RESERVATION_HEADER,TRDG_PTNR_CO_ID,2022-04-08
SAP,SAPC11,RKPF,PRCTR,,EDW_INVENTORY_RESERVATION_HEADER,PROFIT_CNTR_NBR,2022-04-08
SAP,SAPC11,RKPF,RSDAT,,EDW_INVENTORY_RESERVATION_HEADER,RSRV_BASE_DTE,2022-04-08
SAP,SAPC11,RKPF,RSNUM,,EDW_INVENTORY_RESERVATION_HEADER,PROD_RSRV_NBR,2022-04-08
SAP,SAPC11,RKPF,SERIE,,EDW_INVENTORY_RESERVATION_HEADER,BOM_EXPLD_NBR,2022-04-08
SAP,SAPC11,RKPF,UMLGO,,EDW_INVENTORY_RESERVATION_HEADER,RCV_ISS_SLOC_KEY,2022-04-08
SAP,SAPC11,RKPF,UMWRK,,EDW_INVENTORY_RESERVATION_HEADER,RCV_ISS_PLANT_KEY,2022-04-08
SAP,SAPC11,RKPF,VPTNR,,EDW_INVENTORY_RESERVATION_HEADER,PTNR_ACCT_NBR,2022-04-08
SAP,SAPC11,RKPF,WEMPF,,EDW_INVENTORY_RESERVATION_HEADER,SHIPTO_CUST_ID,2022-04-08
SAP,SAPC11,RKPF,DABRZ,,EDW_INVENTORY_RESERVATION_HEADER,REF_SETLMNT_DTE,2022-04-08
SAP,SAPC11,RKPF,PARBU,,EDW_INVENTORY_RESERVATION_HEADER,CLEARING_CO_CD_LKEY,2022-04-08
SAP,SAPC11,RKPF,PRZNR,,EDW_INVENTORY_RESERVATION_HEADER,BUS_PROC,2022-04-08
SAP,SAPC11,RKPF,RECID,,EDW_INVENTORY_RESERVATION_HEADER,ITRL_RCVRY_TYP,2022-04-08
SAP,SAPC11,RKPF,XCALE,,EDW_INVENTORY_RESERVATION_HEADER,FACTORY_CLNDR_CHK_FLAG,2022-04-08
SAP,SAPC11,RKPF,KOKRS,,EDW_INVENTORY_RESERVATION_HEADER,COST_ACCTG_CD,2022-04-08
SAP,SAPC11,RKPF,KOSTL,,EDW_INVENTORY_RESERVATION_HEADER,CSTCTR_NAME,2022-04-08
SAP,SAPC11,RKPF,LSTAR,,EDW_INVENTORY_RESERVATION_HEADER,ACTVTY_TYP_CD,2022-04-08
SAP,SAPC11,RKPF,NPLNR,,EDW_INVENTORY_RESERVATION_HEADER,ACCT_ASGN_NETWORK_NBR,2022-04-08
SAP,SAPC11,RKPF,ANLN1,,EDW_INVENTORY_RESERVATION_HEADER,INVTY_ASSET_NBR,2022-04-08
SAP,SAPC11,RKPF,ANLN2,,EDW_INVENTORY_RESERVATION_HEADER,INVTY_ASSET_SUB_NBR,2022-04-08
SAP,SAPC11,RKPF,AUFPL,,EDW_INVENTORY_RESERVATION_HEADER,OPER_RTG_NBR,2022-04-08
SAP,SAPC11,RKPF,BUDGET_PD,,EDW_INVENTORY_RESERVATION_HEADER,BUD_PERD,2022-04-08
SAP,SAPC11,RKPF,FIPOS,,EDW_INVENTORY_RESERVATION_HEADER,COMMIT_ITEM_NBR,2022-04-08
SAP,SAPC11,RKPF,FISTL,,EDW_INVENTORY_RESERVATION_HEADER,FUND_CNTR_ORGANIZATIONAL_NAME,2022-04-08
SAP,SAPC11,RKPF,FKBER,,EDW_INVENTORY_RESERVATION_HEADER,FUNC_AREA,2022-04-08
SAP,SAPC11,RKPF,GEBER,,EDW_INVENTORY_RESERVATION_HEADER,FUNDS_CNTR,2022-04-08
SAP,SAPC11,RKPF,GRANT_NBR,,EDW_INVENTORY_RESERVATION_HEADER,FUND_GRANT_AMT,2022-04-08
SAP,SAPC11,RKPF,IMKEY,,EDW_INVENTORY_RESERVATION_HEADER,REAL_ESTATE_OBJ_ITRL_NBR,2022-04-08
SAP,SAPC11,RKPF,KSTRG,,EDW_INVENTORY_RESERVATION_HEADER,COST_OBJ_NAME,2022-04-08
SAP,SAPC11,RKPF,PS_PSP_PNR,,EDW_INVENTORY_RESERVATION_HEADER,WORK_BRKDN_STRC_TEXT,2022-04-08
SAP,SAPP10,RKPF,RSNUM,,EDW_INVENTORY_RESERVATION_HEADER,INVTY_RSRV_HDR_KEY,2022-04-08
SAP,SAPP10,RKPF,APLZL,,EDW_INVENTORY_RESERVATION_HEADER,ITRL_CNTR_NBR,2022-04-08
SAP,SAPP10,RKPF,BWART,,EDW_INVENTORY_RESERVATION_HEADER,MVMNT_TYP_NBR,2022-04-08
SAP,SAPP10,RKPF,EBELN,,EDW_INVENTORY_RESERVATION_HEADER,PO_NBR,2022-04-08
SAP,SAPP10,RKPF,AUFNR,,EDW_INVENTORY_RESERVATION_HEADER,ORD_NBR,2022-04-08
SAP,SAPP10,RKPF,EBELP,,EDW_INVENTORY_RESERVATION_HEADER,PUR_PROD_NBR,2022-04-08
SAP,SAPP10,RKPF,KDAUF,,EDW_INVENTORY_RESERVATION_HEADER,SLS_ORD_HDR_KEY,2022-04-08
SAP,SAPP10,RKPF,KDEIN,,EDW_INVENTORY_RESERVATION_HEADER,DLV_SCHED_HDR_NBR,2022-04-08
SAP,SAPP10,RKPF,KDPOS,,EDW_INVENTORY_RESERVATION_HEADER,PROD_NBR,2022-04-08
SAP,SAPP10,RKPF,KUNNR,,EDW_INVENTORY_RESERVATION_HEADER,CUST_KEY,2022-04-08
SAP,SAPP10,RKPF,KZVER,,EDW_INVENTORY_RESERVATION_HEADER,RSRV_LOC_LKEY,2022-04-08
SAP,SAPP10,RKPF,PAOBJNR,,EDW_INVENTORY_RESERVATION_HEADER,PROFITABILITY_SEG_NBR,2022-04-08
SAP,SAPP10,RKPF,PARGB,,EDW_INVENTORY_RESERVATION_HEADER,TRDG_PTNR_CO_ID,2022-04-08
SAP,SAPP10,RKPF,PRCTR,,EDW_INVENTORY_RESERVATION_HEADER,PROFIT_CNTR_NBR,2022-04-08
SAP,SAPP10,RKPF,RSDAT,,EDW_INVENTORY_RESERVATION_HEADER,RSRV_BASE_DTE,2022-04-08
SAP,SAPP10,RKPF,RSNUM,,EDW_INVENTORY_RESERVATION_HEADER,PROD_RSRV_NBR,2022-04-08
SAP,SAPP10,RKPF,SERIE,,EDW_INVENTORY_RESERVATION_HEADER,BOM_EXPLD_NBR,2022-04-08
SAP,SAPP10,RKPF,UMLGO,,EDW_INVENTORY_RESERVATION_HEADER,RCV_ISS_SLOC_KEY,2022-04-08
SAP,SAPP10,RKPF,UMWRK,,EDW_INVENTORY_RESERVATION_HEADER,RCV_ISS_PLANT_KEY,2022-04-08
SAP,SAPP10,RKPF,VPTNR,,EDW_INVENTORY_RESERVATION_HEADER,PTNR_ACCT_NBR,2022-04-08
SAP,SAPP10,RKPF,WEMPF,,EDW_INVENTORY_RESERVATION_HEADER,SHIPTO_CUST_ID,2022-04-08
SAP,SAPP10,RKPF,DABRZ,,EDW_INVENTORY_RESERVATION_HEADER,REF_SETLMNT_DTE,2022-04-08
SAP,SAPP10,RKPF,PARBU,,EDW_INVENTORY_RESERVATION_HEADER,CLEARING_CO_CD_LKEY,2022-04-08
SAP,SAPP10,RKPF,PRZNR,,EDW_INVENTORY_RESERVATION_HEADER,BUS_PROC,2022-04-08
SAP,SAPP10,RKPF,RECID,,EDW_INVENTORY_RESERVATION_HEADER,ITRL_RCVRY_TYP,2022-04-08
SAP,SAPP10,RKPF,XCALE,,EDW_INVENTORY_RESERVATION_HEADER,FACTORY_CLNDR_CHK_FLAG,2022-04-08
SAP,SAPP10,RKPF,KOKRS, ,EDW_INVENTORY_RESERVATION_HEADER,COST_ACCTG_CD,2022-04-08
SAP,SAPP10,RKPF,KOSTL, ,EDW_INVENTORY_RESERVATION_HEADER,CSTCTR_NAME,2022-04-08
SAP,SAPP10,RKPF,LSTAR, ,EDW_INVENTORY_RESERVATION_HEADER,ACTVTY_TYP_CD,2022-04-08
SAP,SAPP10,RKPF,NPLNR, ,EDW_INVENTORY_RESERVATION_HEADER,ACCT_ASGN_NETWORK_NBR,2022-04-08
SAP,SAPP10,RKPF,ANLN1,,EDW_INVENTORY_RESERVATION_HEADER,INVTY_ASSET_NBR,2022-04-08
SAP,SAPP10,RKPF,ANLN2,,EDW_INVENTORY_RESERVATION_HEADER,INVTY_ASSET_SUB_NBR,2022-04-08
SAP,SAPP10,RKPF,AUFPL,,EDW_INVENTORY_RESERVATION_HEADER,OPER_RTG_NBR,2022-04-08
SAP,SAPP10,RKPF,BUDGET_PD,,EDW_INVENTORY_RESERVATION_HEADER,BUD_PERD,2022-04-08
SAP,SAPP10,RKPF,FIPOS,,EDW_INVENTORY_RESERVATION_HEADER,COMMIT_ITEM_NBR,2022-04-08
SAP,SAPP10,RKPF,FISTL,,EDW_INVENTORY_RESERVATION_HEADER,FUND_CNTR_ORGANIZATIONAL_NAME,2022-04-08
SAP,SAPP10,RKPF,FKBER,,EDW_INVENTORY_RESERVATION_HEADER,FUNC_AREA,2022-04-08
SAP,SAPP10,RKPF,GEBER,,EDW_INVENTORY_RESERVATION_HEADER,FUNDS_CNTR,2022-04-08
SAP,SAPP10,RKPF,GRANT_NBR,,EDW_INVENTORY_RESERVATION_HEADER,FUND_GRANT_AMT,2022-04-08
SAP,SAPP10,RKPF,IMKEY,,EDW_INVENTORY_RESERVATION_HEADER,REAL_ESTATE_OBJ_ITRL_NBR,2022-04-08
SAP,SAPP10,RKPF,KSTRG,,EDW_INVENTORY_RESERVATION_HEADER,COST_OBJ_NAME,2022-04-08
SAP,SAPP10,RKPF,PS_PSP_PNR,,EDW_INVENTORY_RESERVATION_HEADER,WORK_BRKDN_STRC_TEXT,2022-04-08
SAP,SAPE03,RKPF,RSNUM,,EDW_INVENTORY_RESERVATION_HEADER,INVTY_RSRV_HDR_KEY,2022-04-08
SAP,SAPE03,RKPF,APLZL,,EDW_INVENTORY_RESERVATION_HEADER,ITRL_CNTR_NBR,2022-04-08
SAP,SAPE03,RKPF,BWART,,EDW_INVENTORY_RESERVATION_HEADER,MVMNT_TYP_NBR,2022-04-08
SAP,SAPE03,RKPF,EBELN,,EDW_INVENTORY_RESERVATION_HEADER,PO_NBR,2022-04-08
